name	d (m)	v1	v2	angle1 (deg)	angle2 (deg)	trackpoints
a728	353	v328	v613	3	142	-0.381245,50.82583,0 -0.381184,50.826631,0 -0.381685,50.828744,0 -0.381916,50.82893,0
a729	91	v328	v614	-100	88	-0.381245,50.82583,0 -0.381668,50.825785,0 -0.382059,50.825655,0 -0.382223,50.825633,0 -0.382486,50.825627,0
a730	12	v437	v754	-142	41	-0.380976,50.833316,0 -0.381023,50.833278,0 -0.381086,50.833232,0
a731	53	v437	v357	139	-27	-0.380976,50.833316,0 -0.380878,50.833245,0 -0.380687,50.832976,0 -0.380625,50.832899,0
a732	56	v691	v703	-103	77	-0.358474,50.814423,0 -0.359245,50.814313,0
a733	195	v691	v755	168	-12	-0.358474,50.814423,0 -0.357894,50.812706,0
a734	37	v118	v756	176	-6	-0.370124,50.816411,0 -0.370118,50.816352,0 -0.37007,50.816077,0
a735	66	v325	v750	-98	87	-0.372911,50.826456,0 -0.373534,50.826401,0 -0.37367,50.826393,0 -0.373842,50.826387,0
a736	124	v461	v757	-169	-131	-0.382052,50.833143,0 -0.382074,50.833074,0 -0.382023,50.832996,0 -0.381593,50.83262,0 -0.381149,50.832437,0 -0.381042,50.83236,0 -0.38097,50.832399,0
a737	20	v757	v451	-40	140	-0.38097,50.832399,0 -0.381155,50.832538,0
a738	12	v757	v359	55	-125	-0.38097,50.832399,0 -0.380834,50.83246,0
a739	17	v757	v758	140	-40	-0.38097,50.832399,0 -0.380812,50.83228,0
a740	42	v759	v760	167	-13	-0.364175,50.814068,0 -0.36404,50.813703,0
a741	48	v759	v761	78	-102	-0.364175,50.814068,0 -0.363503,50.814162,0
a742	6	v759	v741	-13	167	-0.364175,50.814068,0 -0.364194,50.814121,0
a743	206	v690	v762	-14	166	-0.356422,50.814711,0 -0.357138,50.81651,0
a744	205	v690	v038	175	-7	-0.356422,50.814711,0 -0.356283,50.813598,0 -0.356149,50.812878,0
a745	109	v690	v039	77	-103	-0.356422,50.814711,0 -0.354906,50.814924,0
a746	134	v763	v764	135	-43	-0.388132,50.837771,0 -0.387141,50.837155,0 -0.386789,50.836919,0
a747	49	v765	v761	-102	78	-0.362827,50.814256,0 -0.363503,50.814162,0
a748	41	v765	v766	167	-13	-0.362827,50.814256,0 -0.362694,50.813898,0
a749	6	v765	v748	-13	167	-0.362827,50.814256,0 -0.362846,50.814308,0
a750	58	v767	v768	-75	105	-0.355377,50.821885,0 -0.356177,50.822018,0
a751	4	v767	v769	-164	16	-0.355377,50.821885,0 -0.355393,50.82185,0
a752	4	v767	v770	16	-164	-0.355377,50.821885,0 -0.355361,50.821921,0
a753	87	v771	v764	-55	134	-0.38583,50.836427,0 -0.386352,50.836655,0 -0.386789,50.836919,0
a754	90	v771	v772	130	-41	-0.38583,50.836427,0 -0.385599,50.836306,0 -0.385294,50.836169,0 -0.385024,50.83599,0 -0.384887,50.83589,0
a755	87	v771	v773	38	-142	-0.38583,50.836427,0 -0.385066,50.837045,0
a756	63	v774	v775	88	-92	-0.357253,50.826603,0 -0.356363,50.826624,0
a757	54	v774	v292	176	-4	-0.357253,50.826603,0 -0.357205,50.826122,0
a758	97	v774	v776	-5	175	-0.357253,50.826603,0 -0.357369,50.827474,0
a759	120	v777	v778	179	-96	-0.393939,50.835768,0 -0.393934,50.835502,0 -0.393929,50.835441,0 -0.393901,50.83537,0 -0.393796,50.835235,0 -0.393748,50.835186,0 -0.39369,50.835151,0 -0.393625,50.835141,0 -0.393359,50.835149,0 -0.393188,50.835155,0 -0.393031,50.835166,0
a760	50	v778	v779	-2	178	-0.393031,50.835166,0 -0.393061,50.835612,0
a761	96	v230	v778	-92	78	-0.391674,50.835224,0 -0.392646,50.835202,0 -0.39277,50.835196,0 -0.39289,50.835185,0 -0.393031,50.835166,0
a762	109	v780	v781	-2	178	-0.373038,50.821248,0 -0.373105,50.82223,0
a763	115	v780	v296	178	-2	-0.373038,50.821248,0 -0.372967,50.820217,0
a764	6	v780	v782	83	-97	-0.373038,50.821248,0 -0.372956,50.821254,0
a765	59	v783	v784	-99	81	-0.374024,50.815868,0 -0.374854,50.815788,0
a766	99	v783	v785	87	-101	-0.374024,50.815868,0 -0.373625,50.815882,0 -0.372636,50.816008,0
a767	136	v783	v786	-20	172	-0.374024,50.815868,0 -0.374126,50.816042,0 -0.374216,50.816257,0 -0.374311,50.816537,0 -0.374382,50.816834,0 -0.374431,50.817059,0
a768	144	v787	v253	-102	126	-0.370755,50.827658,0 -0.371034,50.82762,0 -0.371303,50.827606,0 -0.371489,50.827601,0 -0.371774,50.827637,0 -0.372038,50.827686,0 -0.372304,50.827743,0 -0.372536,50.827856,0 -0.372667,50.827917,0
a769	61	v787	v204	82	-92	-0.370755,50.827658,0 -0.370276,50.827699,0 -0.369895,50.827709,0
a770	60	v787	v710	-5	175	-0.370755,50.827658,0 -0.370836,50.828193,0
a771	59	v462	v754	50	-42	-0.381811,50.833267,0 -0.381757,50.833296,0 -0.381681,50.833327,0 -0.381596,50.833353,0 -0.381503,50.833365,0 -0.381384,50.833363,0 -0.381222,50.833326,0 -0.381086,50.833232,0
a772	9	v788	v634	-102	78	-0.363195,50.814358,0 -0.363326,50.81434,0
a773	20	v358	v298	91	-92	-0.380425,50.832864,0 -0.380253,50.832863,0 -0.380139,50.832865,0
a774	15	v358	v357	-77	112	-0.380425,50.832864,0 -0.380577,50.832887,0 -0.380625,50.832899,0
a775	472	v320	v198	120	-147	-0.3688,50.822992,0 -0.368625,50.822928,0 -0.36841,50.822914,0 -0.367195,50.822928,0 -0.366619,50.822924,0 -0.366307,50.822894,0 -0.365467,50.822797,0 -0.365199,50.822846,0 -0.364965,50.822938,0 -0.364843,50.823036,0 -0.363428,50.824401,0
a776	90	v320	v467	-4	176	-0.3688,50.822992,0 -0.368887,50.823801,0
a777	80	v069	v785	-25	79	-0.371922,50.815701,0 -0.371975,50.815773,0 -0.372005,50.815886,0 -0.372029,50.81597,0 -0.372077,50.816036,0 -0.372184,50.816065,0 -0.372636,50.816008,0
a778	17	v634	v789	-103	77	-0.363326,50.81434,0 -0.363556,50.814307,0
a779	41	v790	v504	177	-3	-0.368954,50.824685,0 -0.368947,50.824595,0 -0.368926,50.824317,0
a780	108	v790	v791	1	-179	-0.368954,50.824685,0 -0.368928,50.825652,0
a781	289	v790	v200	80	-140	-0.368954,50.824685,0 -0.36885,50.824696,0 -0.368254,50.824749,0 -0.366702,50.824871,0 -0.366541,50.824905,0 -0.366439,50.824978,0 -0.365464,50.82571,0
a782	100	v768	v062	12	-168	-0.356177,50.822018,0 -0.355876,50.822897,0
a783	103	v768	v792	-165	73	-0.356177,50.822018,0 -0.356274,50.821791,0 -0.35631,50.821757,0 -0.356362,50.821731,0 -0.356658,50.821678,0 -0.356727,50.821674,0 -0.356794,50.821684,0 -0.35694,50.821713,0 -0.357019,50.821729,0 -0.357204,50.82173,0 -0.357292,50.821713,0
a784	48	v793	v794	38	-142	-0.374261,50.832408,0 -0.373841,50.832752,0
a785	195	v793	v795	172	82	-0.374261,50.832408,0 -0.374042,50.831434,0 -0.374045,50.831359,0 -0.374085,50.831305,0 -0.374144,50.831266,0 -0.374246,50.831239,0 -0.37437,50.83122,0 -0.375052,50.831159,0
a786	31	v178	v409	-97	83	-0.371233,50.834017,0 -0.371676,50.833984,0
a787	36	v178	v796	83	-96	-0.371233,50.834017,0 -0.370967,50.834038,0 -0.370723,50.834054,0
a788	80	v795	v414	173	-7	-0.375052,50.831159,0 -0.374921,50.830446,0
a789	430	v651	v797	-7	-139	-0.370002,50.834095,0 -0.370126,50.8347,0 -0.370272,50.8353,0 -0.370351,50.835644,0 -0.370413,50.836545,0 -0.37042,50.836602,0 -0.370368,50.836685,0 -0.370309,50.836738,0 -0.370224,50.836775,0 -0.370101,50.836792,0 -0.369117,50.836837,0 -0.369026,50.836849,0 -0.36892,50.836869,0 -0.368853,50.836903,0 -0.368804,50.836939,0 -0.368778,50.836977,0 -0.368761,50.837019,0 -0.368735,50.837052,0 -0.368704,50.837081,0 -0.368669,50.837106,0
a790	100	v651	v030	88	-92	-0.370002,50.834095,0 -0.368586,50.834131,0
a791	51	v651	v796	-95	85	-0.370002,50.834095,0 -0.370723,50.834054,0
a792	179	v438	v798	11	-151	-0.380644,50.835893,0 -0.380529,50.836251,0 -0.380098,50.836879,0 -0.379674,50.83737,0
a793	16	v438	v082	-76	104	-0.380644,50.835893,0 -0.380865,50.835927,0
a794	248	v799	v030	-112	-6	-0.368774,50.836288,0 -0.36892,50.83625,0 -0.368586,50.834131,0
a795	43	v030	v800	91	-89	-0.368586,50.834131,0 -0.367976,50.834125,0
a796	68	v329	v801	82	-98	-0.378077,50.826088,0 -0.377123,50.82617,0
a797	119	v329	v802	173	-7	-0.378077,50.826088,0 -0.377869,50.825028,0
a798	97	v803	v248	166	-14	-0.365049,50.812974,0 -0.364721,50.812126,0
a799	14	v080	v082	104	-76	-0.381062,50.835958,0 -0.380865,50.835927,0
a800	121	v804	v080	175	3	-0.380734,50.836858,0 -0.3807,50.836586,0 -0.381065,50.836541,0 -0.381032,50.836341,0 -0.381062,50.835958,0
a801	46	v805	v806	-134	46	-0.378898,50.832382,0 -0.379369,50.832091,0
a802	177	v252	v244	88	-92	-0.370847,50.828509,0 -0.368328,50.828556,0
a803	35	v252	v710	179	-1	-0.370847,50.828509,0 -0.370836,50.828193,0
a804	62	v398	v807	-98	90	-0.379368,50.816758,0 -0.380031,50.816701,0 -0.380248,50.816702,0
a805	60	v398	v808	87	-93	-0.379368,50.816758,0 -0.378518,50.816787,0
a806	156	v807	v809	-89	93	-0.380248,50.816702,0 -0.380941,50.816712,0 -0.381894,50.816731,0 -0.38247,50.816753,0
a807	18	v807	v810	179	-1	-0.380248,50.816702,0 -0.380242,50.816538,0
a808	59	v164	v811	-108	72	-0.363822,50.834616,0 -0.364628,50.834454,0
a809	52	v164	v812	-89	131	-0.363822,50.834616,0 -0.364054,50.834619,0 -0.3643,50.834639,0 -0.364497,50.834748,0
a810	52	v813	v814	-86	94	-0.380712,50.818135,0 -0.381456,50.818171,0
a811	39	v813	v815	-179	1	-0.380712,50.818135,0 -0.380719,50.817784,0
a812	166	v816	v813	-93	10	-0.378529,50.818332,0 -0.380675,50.81827,0 -0.380712,50.818135,0
a813	103	v817	v174	-107	47	-0.355069,50.821212,0 -0.355722,50.821087,0 -0.356177,50.820979,0 -0.356389,50.820852,0
a814	115	v047	v254	97	-93	-0.373946,50.828769,0 -0.373848,50.828761,0 -0.372317,50.828812,0
a815	27	v254	v500	-5	175	-0.372317,50.828812,0 -0.372348,50.829055,0
a816	82	v818	v819	-144	54	-0.366437,50.826361,0 -0.366798,50.826049,0 -0.367244,50.825844,0
a817	122	v791	v819	90	-116	-0.368928,50.825652,0 -0.368202,50.825656,0 -0.367706,50.825704,0 -0.367244,50.825844,0
a818	107	v819	v820	-27	173	-0.367244,50.825844,0 -0.367588,50.826262,0 -0.367511,50.826505,0 -0.367559,50.826742,0
a819	409	v821	v822	-69	144	-0.354395,50.832826,0 -0.354558,50.832866,0 -0.354798,50.83292,0 -0.355125,50.83298,0 -0.35552,50.833057,0 -0.355698,50.833094,0 -0.355831,50.833124,0 -0.356037,50.833179,0 -0.356325,50.833252,0 -0.356691,50.833339,0 -0.357138,50.833447,0 -0.357221,50.833471,0 -0.357315,50.833499,0 -0.357379,50.833524,0 -0.357445,50.833571,0 -0.357493,50.833608,0 -0.357555,50.833651,0 -0.35762,50.833696,0 -0.357694,50.833732,0 -0.357778,50.833775,0 -0.357846,50.833802,0 -0.357905,50.833816,0 -0.35795,50.833814,0 -0.357999,50.833806,0 -0.358044,50.833794,0 -0.358122,50.833804,0 -0.358251,50.833837,0 -0.358381,50.833876,0 -0.358478,50.833908,0 -0.358594,50.833953,0 -0.358779,50.834017,0 -0.359025,50.834109,0 -0.359084,50.834148,0 -0.359116,50.834178,0 -0.359142,50.834221,0 -0.359178,50.834318,0 -0.359204,50.834397,0 -0.359229,50.834471,0 -0.359264,50.834501,0
a820	79	v823	v824	10	-179	-0.355175,50.822666,0 -0.355029,50.823184,0 -0.355023,50.823366,0
a821	198	v823	v825	147	-14	-0.355175,50.822666,0 -0.354999,50.822492,0 -0.354665,50.821771,0 -0.354574,50.821551,0 -0.354341,50.820978,0
a822	56	v823	v062	-54	112	-0.355175,50.822666,0 -0.355434,50.822785,0 -0.355876,50.822897,0
a823	117	v826	v827	92	-52	-0.360278,50.831241,0 -0.35953,50.831225,0 -0.358757,50.831225,0 -0.358646,50.83117,0
a824	60	v826	v828	5	109	-0.360278,50.831241,0 -0.360216,50.831712,0 -0.36032,50.831734,0
a825	108	v826	v829	-88	77	-0.360278,50.831241,0 -0.360508,50.831246,0 -0.361246,50.831236,0 -0.361796,50.831154,0
a826	57	v830	v685	-91	89	-0.386022,50.818973,0 -0.386837,50.818965,0
a827	212	v830	v707	88	-92	-0.386022,50.818973,0 -0.383,50.819032,0
a828	242	v830	v550	-5	175	-0.386022,50.818973,0 -0.386321,50.821139,0
a829	56	v831	v832	35	-144	-0.365426,50.830686,0 -0.365297,50.830801,0 -0.364963,50.831094,0
a830	111	v832	v103	95	-87	-0.364963,50.831094,0 -0.364096,50.831046,0 -0.363385,50.831024,0
a831	188	v104	v832	159	21	-0.365166,50.832717,0 -0.364864,50.832232,0 -0.364754,50.83195,0 -0.364749,50.831561,0 -0.36489,50.831212,0 -0.364963,50.831094,0
a832	185	v833	v013	-103	92	-0.365185,50.815196,0 -0.366132,50.815055,0 -0.366695,50.81496,0 -0.367357,50.814847,0 -0.367749,50.814854,0
a833	164	v833	v834	167	-13	-0.365185,50.815196,0 -0.364646,50.81376,0
a834	36	v833	v835	76	-104	-0.365185,50.815196,0 -0.36468,50.815273,0
a835	278	v833	v113	-13	93	-0.365185,50.815196,0 -0.36556,50.816202,0 -0.365672,50.816419,0 -0.365775,50.816609,0 -0.36599,50.816755,0 -0.366298,50.816864,0 -0.366625,50.816902,0 -0.366908,50.816951,0 -0.367094,50.817001,0 -0.367236,50.817006,0
a836	4	v218	v747	-103	77	-0.363164,50.815503,0 -0.363217,50.815495,0
a837	76	v218	v836	-12	159	-0.363164,50.815503,0 -0.363359,50.81609,0 -0.363405,50.816166,0
a838	234	v139	v837	-36	162	-0.361605,50.815794,0 -0.362123,50.816249,0 -0.362238,50.816676,0 -0.362255,50.817201,0 -0.362535,50.81776,0
a839	174	v139	v838	143	-25	-0.361605,50.815794,0 -0.361134,50.815405,0 -0.361012,50.815206,0 -0.361037,50.815026,0 -0.36107,50.814808,0 -0.36107,50.814589,0 -0.360909,50.814371,0
a840	122	v523	v839	-41	137	-0.39402,50.831882,0 -0.394185,50.832002,0 -0.394331,50.832203,0 -0.394356,50.832572,0 -0.394457,50.832814,0 -0.39456,50.832883,0
a841	89	v523	v840	-154	-5	-0.39402,50.831882,0 -0.39413,50.831737,0 -0.39425,50.831594,0 -0.394219,50.831379,0 -0.394186,50.831118,0
a842	36	v841	v317	-9	171	-0.375396,50.826317,0 -0.375479,50.826641,0
a843	34	v841	v842	-98	82	-0.375396,50.826317,0 -0.375874,50.826275,0
a844	105	v843	v841	-89	83	-0.373916,50.826413,0 -0.374108,50.826416,0 -0.375396,50.826317,0
a845	85	v482	v844	-99	81	-0.395307,50.812711,0 -0.396505,50.812592,0
a846	68	v482	v845	-3	177	-0.395307,50.812711,0 -0.395365,50.813319,0
a847	57	v846	v847	26	-65	-0.377124,50.82055,0 -0.376987,50.82073,0 -0.37681,50.820802,0 -0.37664,50.820791,0 -0.376533,50.820759,0
a848	62	v848	v849	176	-4	-0.379694,50.822692,0 -0.379627,50.822139,0
a849	19	v848	v850	-94	86	-0.379694,50.822692,0 -0.379958,50.822679,0
a850	97	v848	v851	-1	179	-0.379694,50.822692,0 -0.379729,50.823566,0
a851	90	v792	v154	-109	73	-0.357292,50.821713,0 -0.357467,50.821674,0 -0.357528,50.821654,0 -0.357571,50.821627,0 -0.357756,50.821506,0 -0.35843,50.821378,0
a852	46	v792	v616	-16	164	-0.357292,50.821713,0 -0.357474,50.822108,0
a853	69	v852	v853	-8	172	-0.35863,50.812006,0 -0.35877,50.812624,0
a854	5	v852	v854	127	-53	-0.35863,50.812006,0 -0.358569,50.811977,0
a855	41	v852	v855	-104	76	-0.35863,50.812006,0 -0.359194,50.811917,0
a856	53	v007	v856	-6	174	-0.37725,50.827472,0 -0.377335,50.827948,0
a857	8	v007	v041	84	-96	-0.37725,50.827472,0 -0.377142,50.827479,0
a858	37	v593	v857	-97	83	-0.361691,50.83394,0 -0.362218,50.833897,0
a859	181	v593	v171	77	-114	-0.361691,50.83394,0 -0.361059,50.834034,0 -0.360622,50.834165,0 -0.360114,50.834356,0 -0.35937,50.834546,0 -0.359328,50.834558,0
a860	173	v608	v858	-1	179	-0.380366,50.814978,0 -0.380414,50.816538,0
a861	15	v608	v859	91	-89	-0.380366,50.814978,0 -0.380154,50.814975,0
a862	126	v608	v607	-74	106	-0.380366,50.814978,0 -0.382099,50.815286,0
a863	27	v860	v861	-143	37	-0.376006,50.820396,0 -0.376234,50.820204,0
a864	112	v860	v241	29	179	-0.376006,50.820396,0 -0.375735,50.820708,0 -0.375554,50.820987,0 -0.375502,50.821133,0 -0.375505,50.821337,0
a865	115	v860	v295	170	-9	-0.376006,50.820396,0 -0.375892,50.819992,0 -0.375814,50.819602,0 -0.375755,50.819372,0
a866	44	v522	v862	-7	173	-0.373661,50.813781,0 -0.373742,50.814177,0
a867	63	v863	v241	157	-8	-0.375681,50.821892,0 -0.375618,50.821796,0 -0.375566,50.821645,0 -0.375537,50.821476,0 -0.375505,50.821337,0
a868	67	v135	v268	16	180	-0.368576,50.814914,0 -0.368478,50.815136,0 -0.368487,50.815366,0 -0.368487,50.815504,0
a869	119	v135	v091	-61	102	-0.368576,50.814914,0 -0.369288,50.815159,0 -0.370153,50.815275,0
a870	86	v864	v268	-107	77	-0.367292,50.815677,0 -0.367483,50.815641,0 -0.367794,50.815623,0 -0.368164,50.815552,0 -0.368487,50.815504,0
a871	32	v712	v335	-11	162	-0.379182,50.820447,0 -0.379261,50.820705,0 -0.379275,50.820732,0
a872	211	v335	v713	-106	6	-0.379275,50.820732,0 -0.37947,50.820696,0 -0.379648,50.820635,0 -0.379803,50.820501,0 -0.380096,50.820407,0 -0.380536,50.820411,0 -0.380711,50.82045,0 -0.380761,50.820401,0 -0.380888,50.820339,0 -0.38124,50.820371,0 -0.381414,50.820361,0 -0.381477,50.819985,0
a873	367	v169	v865	-108	72	-0.359464,50.835417,0 -0.361513,50.834985,0 -0.362368,50.834805,0 -0.363037,50.834664,0 -0.364429,50.834375,0
a874	102	v401	v820	85	-95	-0.369007,50.82666,0 -0.368585,50.826685,0 -0.367559,50.826742,0
a875	113	v401	v791	161	-1	-0.369007,50.82666,0 -0.368956,50.826568,0 -0.368928,50.825652,0
a876	141	v507	v502	22	-141	-0.393948,50.824719,0 -0.393784,50.824981,0 -0.392808,50.825752,0
a877	11	v507	v605	104	-76	-0.393948,50.824719,0 -0.393801,50.824696,0
a878	12	v866	v867	-34	146	-0.370831,50.818447,0 -0.370924,50.818535,0
a879	16	v866	v071	169	-11	-0.370831,50.818447,0 -0.370786,50.818304,0
a880	136	v866	v868	78	-114	-0.370831,50.818447,0 -0.369852,50.818575,0 -0.368995,50.818812,0
a881	35	v864	v869	-3	177	-0.367292,50.815677,0 -0.367322,50.815988,0
a882	59	v864	v870	92	-175	-0.367292,50.815677,0 -0.367041,50.815671,0 -0.366776,50.815695,0 -0.36675,50.815901,0
a883	150	v488	v871	-97	83	-0.392026,50.818972,0 -0.39414,50.818813,0
a884	94	v330	v378	-179	1	-0.37975,50.825164,0 -0.379765,50.824315,0
a885	91	v330	v872	83	-97	-0.37975,50.825164,0 -0.378461,50.825266,0
a886	5	v873	v874	178	-2	-0.380231,50.816194,0 -0.380228,50.81615,0
a887	56	v873	v875	85	176	-0.380231,50.816194,0 -0.37967,50.816226,0 -0.379688,50.816376,0
a888	38	v873	v810	-1	179	-0.380231,50.816194,0 -0.380242,50.816538,0
a889	131	v859	v874	-2	178	-0.380154,50.814975,0 -0.380228,50.81615,0
a890	2	v859	v876	119	-61	-0.380154,50.814975,0 -0.380125,50.814965,0
a891	96	v695	v877	172	-8	-0.394092,50.816052,0 -0.3939,50.815194,0
a892	47	v695	v878	-8	172	-0.394092,50.816052,0 -0.394187,50.81647,0
a893	89	v731	v879	-7	173	-0.378137,50.814905,0 -0.378298,50.815698,0
a894	140	v731	v876	-82	97	-0.378137,50.814905,0 -0.378702,50.814953,0 -0.378872,50.814966,0 -0.379064,50.814979,0 -0.379187,50.814988,0 -0.379328,50.814993,0 -0.379438,50.814993,0 -0.379559,50.81499,0 -0.379696,50.814984,0 -0.380098,50.814963,0 -0.380125,50.814965,0
a895	138	v379	v880	36	179	-0.362388,50.81116,0 -0.362271,50.811263,0 -0.362248,50.81129,0 -0.362189,50.811355,0 -0.36211,50.811462,0 -0.36207,50.811538,0 -0.362017,50.811683,0 -0.361952,50.811871,0 -0.361968,50.812343,0
a896	105	v881	v764	-160	24	-0.386327,50.837813,0 -0.386375,50.837729,0 -0.386507,50.837495,0 -0.386695,50.837055,0 -0.386789,50.836919,0
a897	80	v882	v871	171	-9	-0.39431,50.819524,0 -0.39414,50.818813,0
a898	77	v882	v883	-97	83	-0.39431,50.819524,0 -0.395404,50.819437,0
a899	150	v882	v586	83	-97	-0.39431,50.819524,0 -0.392198,50.819691,0
a900	109	v154	v729	-19	-178	-0.35843,50.821378,0 -0.358582,50.821657,0 -0.358728,50.822004,0 -0.358831,50.822275,0 -0.358829,50.822321,0
a901	68	v884	v885	173	82	-0.354467,50.817108,0 -0.354413,50.816822,0 -0.354914,50.816775,0
a902	58	v884	v886	-7	-147	-0.354467,50.817108,0 -0.354506,50.817314,0 -0.354558,50.817594,0 -0.354527,50.817624,0
a903	38	v884	v887	-100	80	-0.354467,50.817108,0 -0.355006,50.817051,0
a904	56	v888	v806	39	-137	-0.379905,50.831717,0 -0.379812,50.83179,0 -0.379677,50.83188,0 -0.379369,50.832091,0
a905	89	v806	v889	-49	-132	-0.379369,50.832091,0 -0.379599,50.832219,0 -0.379779,50.832118,0 -0.380044,50.832288,0 -0.379791,50.832434,0
a906	194	v890	v891	176	91	-0.373764,50.818161,0 -0.373754,50.818058,0 -0.373737,50.81801,0 -0.373696,50.817964,0 -0.373642,50.817936,0 -0.37357,50.817924,0 -0.373272,50.817927,0 -0.37302,50.817932,0 -0.373,50.817914,0 -0.372977,50.817783,0 -0.37296,50.817685,0 -0.372949,50.817611,0 -0.372937,50.817526,0 -0.372945,50.81745,0 -0.372956,50.817339,0 -0.372972,50.817265,0 -0.372995,50.817233,0 -0.373029,50.817205,0 -0.373074,50.817194,0 -0.373136,50.817192,0 -0.373244,50.81719,0 -0.373464,50.817191,0 -0.373585,50.817192,0
a907	12	v890	v892	86	-94	-0.373764,50.818161,0 -0.373592,50.818168,0
a908	13	v890	v429	-3	177	-0.373764,50.818161,0 -0.373773,50.818274,0
a909	96	v420	v536	-91	89	-0.385485,50.823858,0 -0.386854,50.823849,0
a910	114	v004	v342	-94	86	-0.387081,50.825746,0 -0.388693,50.825668,0
a911	3	v835	v893	78	-102	-0.36468,50.815273,0 -0.364643,50.815278,0
a912	93	v835	v630	167	-13	-0.36468,50.815273,0 -0.364383,50.814455,0
a913	61	v343	v264	-8	172	-0.390405,50.825086,0 -0.390522,50.825626,0
a914	13	v894	v895	174	175	-0.363943,50.811256,0 -0.363938,50.811225,0 -0.364028,50.81122,0 -0.364032,50.811248,0
a915	9	v895	v896	-95	85	-0.364032,50.811248,0 -0.364156,50.811241,0
a916	35	v897	v392	30	-111	-0.376919,50.818082,0 -0.376873,50.818132,0 -0.376806,50.818186,0 -0.376737,50.818223,0 -0.376641,50.818261,0 -0.376554,50.818282,0
a917	150	v392	v457	-32	90	-0.376554,50.818282,0 -0.376605,50.818334,0 -0.376677,50.818376,0 -0.376912,50.81845,0 -0.37708,50.818494,0 -0.377212,50.818511,0 -0.377389,50.818525,0 -0.377583,50.818532,0 -0.377816,50.818536,0 -0.378572,50.818538,0
a918	33	v898	v899	168	-11	-0.363901,50.813325,0 -0.363844,50.813156,0 -0.363904,50.813147,0 -0.363879,50.813067,0
a919	43	v898	v760	-13	167	-0.363901,50.813325,0 -0.36404,50.813703,0
a920	48	v898	v900	77	-103	-0.363901,50.813325,0 -0.363231,50.813425,0
a921	14	v236	v411	7	-173	-0.367412,50.830617,0 -0.367389,50.830741,0
a922	53	v747	v643	-104	76	-0.363217,50.815495,0 -0.363945,50.815384,0
a923	79	v901	v671	152	-28	-0.364226,50.821325,0 -0.363688,50.820696,0
a924	75	v901	v902	-93	87	-0.364226,50.821325,0 -0.365293,50.821291,0
a925	112	v901	v903	68	-111	-0.364226,50.821325,0 -0.363102,50.821613,0 -0.36274,50.821699,0
a926	44	v741	v630	-13	167	-0.364194,50.814121,0 -0.364241,50.814247,0 -0.364303,50.814236,0 -0.364383,50.814455,0
a927	16	v748	v743	-102	78	-0.362846,50.814308,0 -0.363073,50.814278,0
a928	44	v794	v364	85	-95	-0.373841,50.832752,0 -0.373222,50.832783,0
a929	74	v794	v904	-47	90	-0.373841,50.832752,0 -0.373953,50.832818,0 -0.374356,50.832785,0 -0.374854,50.832785,0
a930	85	v519	v905	-103	77	-0.359814,50.822355,0 -0.360996,50.822181,0
a931	49	v760	v906	77	-103	-0.36404,50.813703,0 -0.363363,50.813801,0
a932	48	v766	v906	-103	77	-0.362694,50.813898,0 -0.363363,50.813801,0
a933	91	v766	v900	167	77	-0.362694,50.813898,0 -0.362557,50.813525,0 -0.363231,50.813425,0
a934	8	v171	v822	145	-35	-0.359328,50.834558,0 -0.359264,50.834501,0
a935	16	v631	v789	77	-103	-0.363782,50.814274,0 -0.363556,50.814307,0
a936	9	v631	v907	-100	80	-0.363782,50.814274,0 -0.363906,50.81426,0
a937	10	v789	v740	167	-13	-0.363556,50.814307,0 -0.363522,50.814216,0
a938	60	v556	v253	102	-68	-0.373465,50.828091,0 -0.373194,50.828054,0 -0.372667,50.827917,0
a939	58	v556	v557	-77	99	-0.373465,50.828091,0 -0.3737,50.828124,0 -0.374281,50.82818,0
a940	41	v761	v906	166	-14	-0.363503,50.814162,0 -0.363363,50.813801,0
a941	6	v761	v740	-13	167	-0.363503,50.814162,0 -0.363522,50.814216,0
a942	43	v906	v900	167	-13	-0.363363,50.813801,0 -0.363231,50.813425,0
a943	2	v900	v908	166	-14	-0.363231,50.813425,0 -0.363223,50.813404,0
a944	33	v909	v910	-111	-17	-0.363109,50.813106,0 -0.363184,50.813088,0 -0.363251,50.81306,0 -0.363304,50.813022,0 -0.363342,50.812977,0 -0.363361,50.812927,0 -0.363341,50.812885,0
a945	8	v909	v911	-14	166	-0.363109,50.813106,0 -0.363135,50.813173,0
a946	13	v909	v912	166	-14	-0.363109,50.813106,0 -0.363066,50.812995,0
a947	36	v909	v913	84	-14	-0.363109,50.813106,0 -0.363023,50.813112,0 -0.362937,50.813103,0 -0.362858,50.813081,0 -0.362791,50.813047,0 -0.362739,50.813003,0 -0.362719,50.812951,0
a948	17	v912	v914	-113	-5	-0.363066,50.812995,0 -0.363111,50.812983,0 -0.363148,50.812964,0 -0.363173,50.812938,0 -0.363185,50.812908,0 -0.363181,50.812878,0
a949	16	v912	v915	87	-14	-0.363066,50.812995,0 -0.363013,50.812997,0 -0.362962,50.812987,0 -0.362919,50.812967,0 -0.36289,50.812939,0 -0.362885,50.812926,0
a950	73	v238	v916	85	-95	-0.396035,50.819332,0 -0.395007,50.819393,0
a951	36	v238	v917	177	-3	-0.396035,50.819332,0 -0.39601,50.819012,0
