name	d (m)	v1	v2	angle1 (deg)	angle2 (deg)	trackpoints
a1186	34	v1047	v250	-4	85	-0.363782,50.811888,0 -0.363792,50.811983,0 -0.3638,50.812005,0 -0.36382,50.812023,0 -0.363842,50.812034,0 -0.363887,50.812032,0 -0.364078,50.812022,0
a1187	7	v1065	v1070	69	-96	-0.364151,50.811867,0 -0.36413,50.811872,0 -0.36412,50.81188,0 -0.364107,50.811889,0 -0.364064,50.811892,0
a1188	7	v1065	v1071	95	-95	-0.364151,50.811867,0 -0.364133,50.811866,0 -0.364116,50.81186,0 -0.364102,50.811852,0 -0.364096,50.811849,0 -0.364057,50.811851,0
a1189	177	v888	v299	134	-46	-0.379905,50.831717,0 -0.379774,50.831636,0 -0.378084,50.830611,0
a1190	21	v888	v1072	-40	137	-0.379905,50.831717,0 -0.380048,50.831823,0 -0.3801,50.831858,0
a1191	45	v425	v1073	-99	81	-0.394969,50.828412,0 -0.395604,50.828347,0
a1192	75	v425	v1074	81	-104	-0.394969,50.828412,0 -0.394662,50.828444,0 -0.3946,50.828246,0 -0.394175,50.828311,0
a1193	32	v217	v880	-98	82	-0.361512,50.812386,0 -0.361968,50.812343,0
a1194	73	v217	v715	81	-99	-0.361512,50.812386,0 -0.360487,50.812483,0
a1195	7	v1069	v1070	-70	83	-0.363976,50.811876,0 -0.363993,50.81188,0 -0.364005,50.811883,0 -0.364018,50.811889,0 -0.364024,50.811895,0 -0.364064,50.811892,0
a1196	7	v1069	v1071	-122	86	-0.363976,50.811876,0 -0.363994,50.811869,0 -0.364004,50.811861,0 -0.364015,50.811853,0 -0.364057,50.811851,0
a1197	50	v159	v426	168	-12	-0.396029,50.828407,0 -0.395883,50.827968,0
a1198	31	v426	v160	-103	77	-0.395883,50.827968,0 -0.396315,50.827904,0
a1199	41	v1075	v1076	-106	74	-0.395647,50.827312,0 -0.396203,50.827212,0
a1200	114	v1075	v1077	179	89	-0.395647,50.827312,0 -0.395633,50.826651,0 -0.396216,50.826647,0
a1201	93	v1075	v417	74	-111	-0.395647,50.827312,0 -0.394414,50.827535,0 -0.394369,50.827546,0
a1202	46	v879	v1049	-7	173	-0.378298,50.815698,0 -0.378381,50.816109,0
a1203	66	v1077	v1076	-3	-106	-0.396216,50.826647,0 -0.396224,50.826758,0 -0.396253,50.827203,0 -0.396203,50.827212,0
a1204	138	v1077	v508	178	-3	-0.396216,50.826647,0 -0.396194,50.8263,0 -0.39619,50.82624,0 -0.396126,50.825405,0
a1205	13	v147	v106	-87	93	-0.369494,50.822361,0 -0.369674,50.822366,0
a1206	135	v147	v151	174	-6	-0.369494,50.822361,0 -0.369289,50.821151,0
a1207	7	v250	v1066	175	-5	-0.364078,50.812022,0 -0.36407,50.81196,0
a1208	8	v1066	v1070	177	-3	-0.36407,50.81196,0 -0.364064,50.811892,0
a1209	8	v1067	v1071	-5	175	-0.364048,50.811782,0 -0.364057,50.811851,0
a1210	144	v1078	v1079	174	-96	-0.362935,50.833872,0 -0.362852,50.833398,0 -0.362815,50.83319,0 -0.362787,50.832983,0 -0.362772,50.832934,0 -0.362744,50.832899,0 -0.362682,50.832872,0 -0.362602,50.832862,0 -0.362263,50.832886,0
a1211	91	v105	v1078	106	-78	-0.364191,50.834078,0 -0.363312,50.833921,0 -0.362935,50.833872,0
a1212	50	v1078	v857	88	-94	-0.362935,50.833872,0 -0.36259,50.833881,0 -0.362218,50.833897,0
a1213	100	v1080	v220	160	2	-0.370489,50.831732,0 -0.370434,50.831636,0 -0.370295,50.831209,0 -0.370311,50.83085,0
a1214	43	v1080	v1081	-98	82	-0.370489,50.831732,0 -0.371102,50.831677,0
a1215	85	v1080	v1082	-20	168	-0.370489,50.831732,0 -0.370538,50.831818,0 -0.370752,50.832479,0
a1216	78	v1083	v318	87	-93	-0.395996,50.833862,0 -0.394889,50.833904,0
a1217	52	v1083	v1084	-93	116	-0.395996,50.833862,0 -0.396458,50.833845,0 -0.396624,50.833858,0 -0.396727,50.83389,0
a1218	68	v1083	v1085	172	-8	-0.395996,50.833862,0 -0.39586,50.833259,0
a1219	13	v1085	v1086	88	-92	-0.39586,50.833259,0 -0.395678,50.833263,0
a1220	81	v1085	v1087	174	89	-0.39586,50.833259,0 -0.395854,50.833223,0 -0.396166,50.833223,0 -0.396308,50.833248,0 -0.396325,50.833381,0 -0.396757,50.833374,0
a1221	247	v465	v292	106	-106	-0.360621,50.82625,0 -0.359158,50.825993,0 -0.358202,50.825946,0 -0.357205,50.826122,0
a1222	40	v746	v756	-1	179	-0.370064,50.815713,0 -0.37007,50.816077,0
a1223	50	v746	v091	179	17	-0.370064,50.815713,0 -0.370058,50.81547,0 -0.370153,50.815275,0
a1224	39	v1088	v177	80	-100	-0.371425,50.832816,0 -0.370876,50.832875,0
a1225	38	v1088	v179	-10	170	-0.371425,50.832816,0 -0.371524,50.833155,0
a1226	6	v1088	v1050	169	-11	-0.371425,50.832816,0 -0.371409,50.832762,0
a1227	38	v533	v638	-11	169	-0.371691,50.831612,0 -0.371791,50.831951,0
a1228	42	v533	v1081	80	-100	-0.371691,50.831612,0 -0.371102,50.831677,0
a1229	40	v475	v342	88	-92	-0.389264,50.825655,0 -0.388693,50.825668,0
a1230	7	v669	v1089	51	-129	-0.377261,50.829966,0 -0.377188,50.830004,0
a1231	5	v409	v1090	-96	84	-0.371676,50.833984,0 -0.371748,50.833979,0
a1232	32	v1091	v517	-95	85	-0.372894,50.811461,0 -0.373353,50.811436,0
a1233	77	v1091	v1092	-6	174	-0.372894,50.811461,0 -0.373004,50.81215,0
a1234	25	v1091	v667	85	-95	-0.372894,50.811461,0 -0.372539,50.81148,0
a1235	12	v1093	v1094	-100	80	-0.396662,50.832967,0 -0.396837,50.832948,0
a1236	46	v1087	v1093	176	-26	-0.396757,50.833374,0 -0.396747,50.833273,0 -0.39671,50.833029,0 -0.396662,50.832967,0
a1237	340	v1093	v161	175	-1	-0.396662,50.832967,0 -0.396615,50.832617,0 -0.396547,50.832556,0 -0.396495,50.830839,0 -0.39649,50.830678,0 -0.396327,50.830526,0 -0.396313,50.829957,0
a1238	71	v1093	v919	91	-89	-0.396662,50.832967,0 -0.395657,50.832956,0
a1239	13	v1095	v811	-15	165	-0.364579,50.834338,0 -0.364628,50.834454,0
a1240	30	v1096	v1095	-45	172	-0.3644,50.834105,0 -0.364498,50.834166,0 -0.364558,50.834245,0 -0.364579,50.834338,0
a1241	11	v1095	v865	69	-111	-0.364579,50.834338,0 -0.364429,50.834375,0
a1242	42	v1095	v447	-105	75	-0.364579,50.834338,0 -0.365155,50.834238,0
a1243	5	v1097	v689	-100	80	-0.35719,50.812771,0 -0.357256,50.812764,0
a1244	40	v1097	v1098	171	-18	-0.35719,50.812771,0 -0.357154,50.812633,0 -0.357046,50.812428,0
a1245	69	v1097	v1099	81	-99	-0.35719,50.812771,0 -0.356219,50.812871,0
a1246	90	v1100	v1101	-15	-99	-0.367196,50.811062,0 -0.367247,50.811179,0 -0.367298,50.811258,0 -0.3673,50.811351,0 -0.367269,50.811436,0 -0.367238,50.811516,0 -0.367262,50.81159,0 -0.367298,50.81163,0 -0.367289,50.811665,0 -0.36726,50.811697,0 -0.367165,50.811721,0 -0.367032,50.811734,0
a1247	54	v208	v1033	94	-92	-0.391655,50.82378,0 -0.391362,50.823766,0 -0.390892,50.823775,0
a1248	36	v208	v1102	-99	81	-0.391655,50.82378,0 -0.392158,50.823729,0
a1249	83	v614	v1103	-91	89	-0.382486,50.825627,0 -0.383671,50.82561,0
a1250	80	v997	v290	-6	174	-0.356988,50.824763,0 -0.357114,50.825478,0
a1251	76	v997	v1104	169	-39	-0.356988,50.824763,0 -0.356914,50.824519,0 -0.356476,50.824183,0
a1252	163	v1105	v618	83	-97	-0.394673,50.820608,0 -0.392366,50.820793,0
a1253	56	v1105	v339	-10	170	-0.394673,50.820608,0 -0.394812,50.821105,0
a1254	213	v1105	v619	170	-98	-0.394673,50.820608,0 -0.394539,50.82013,0 -0.392299,50.820332,0
a1255	115	v174	v1106	-104	76	-0.356389,50.820852,0 -0.357979,50.82061,0
a1256	47	v824	v1107	99	-81	-0.355023,50.823366,0 -0.354365,50.823299,0
a1257	140	v824	v1104	-20	125	-0.355023,50.823366,0 -0.355137,50.82356,0 -0.355549,50.823782,0 -0.35591,50.823928,0 -0.356476,50.824183,0
a1258	31	v1108	v459	151	-29	-0.377951,50.81956,0 -0.377736,50.819313,0
a1259	99	v1109	v1101	17	80	-0.366666,50.811032,0 -0.36662,50.811128,0 -0.366662,50.811273,0 -0.366659,50.811329,0 -0.366686,50.81153,0 -0.366717,50.811672,0 -0.366748,50.811717,0 -0.366794,50.811739,0 -0.366852,50.811746,0 -0.366986,50.811739,0 -0.367032,50.811734,0
a1260	132	v1104	v1110	-141	105	-0.356476,50.824183,0 -0.356777,50.823944,0 -0.357214,50.823966,0 -0.357712,50.824036,0 -0.358142,50.824107,0
a1261	38	v554	v551	71	-109	-0.368055,50.827307,0 -0.367542,50.82742,0
a1262	69	v402	v554	52	-133	-0.368792,50.826903,0 -0.368444,50.827076,0 -0.368055,50.827307,0
a1263	113	v043	v271	-168	4	-0.39204,50.830361,0 -0.39211,50.830144,0 -0.392196,50.829349,0
a1264	105	v271	v355	91	-89	-0.392196,50.829349,0 -0.390707,50.82934,0
a1265	49	v1111	v231	150	-30	-0.392001,50.837946,0 -0.391658,50.837564,0
a1266	61	v613	v353	34	-118	-0.381916,50.82893,0 -0.381562,50.82926,0 -0.38135,50.829331,0
a1267	115	v1112	v1113	-162	-42	-0.367199,50.818114,0 -0.367268,50.817978,0 -0.36684,50.817262,0 -0.366707,50.81717,0
a1268	85	v278	v708	-89	84	-0.385052,50.814084,0 -0.386008,50.814097,0 -0.386266,50.81408,0
a1269	125	v306	v1114	-9	172	-0.365346,50.834868,0 -0.36541,50.835133,0 -0.36556,50.835124,0 -0.366217,50.835063,0 -0.366549,50.835044,0 -0.366578,50.835171,0
a1270	28	v1115	v1116	0	-135	-0.35744,50.817227,0 -0.35744,50.817368,0 -0.357418,50.817405,0 -0.357343,50.817453,0
a1271	38	v1115	v1117	-97	-2	-0.35744,50.817227,0 -0.357783,50.817199,0 -0.357775,50.817077,0
a1272	11	v1115	v1118	178	-2	-0.35744,50.817227,0 -0.357434,50.817126,0
a1273	19	v1101	v1119	-7	173	-0.367032,50.811734,0 -0.367064,50.811905,0
a1274	221	v258	v1120	-8	172	-0.391062,50.814646,0 -0.391146,50.815043,0 -0.391416,50.81626,0 -0.391493,50.816619,0
a1275	67	v801	v141	82	-98	-0.377123,50.82617,0 -0.376184,50.82625,0
a1276	247	v801	v377	173	21	-0.377123,50.82617,0 -0.376833,50.824717,0 -0.376841,50.824582,0 -0.377193,50.823998,0
a1277	201	v781	v1005	-2	178	-0.373105,50.82223,0 -0.373227,50.824033,0
a1278	91	v484	v1121	88	-33	-0.393269,50.812214,0 -0.392648,50.812227,0 -0.392185,50.812281,0 -0.392074,50.812173,0
a1279	20	v484	v493	172	-8	-0.393269,50.812214,0 -0.39323,50.812034,0
a1280	151	v1122	v266	91	-38	-0.382762,50.81493,0 -0.382628,50.814929,0 -0.382506,50.81492,0 -0.382364,50.814888,0 -0.382277,50.814849,0 -0.382167,50.81479,0 -0.382066,50.814734,0 -0.381964,50.814668,0 -0.381848,50.81456,0 -0.381778,50.814478,0 -0.38165,50.81433,0 -0.381492,50.814135,0 -0.38142,50.814063,0 -0.381351,50.814007,0
a1281	55	v1122	v1123	40	-143	-0.382762,50.81493,0 -0.382338,50.815254,0 -0.382266,50.815315,0
a1282	9	v1122	v937	-88	92	-0.382762,50.81493,0 -0.382887,50.814933,0
a1283	311	v567	v883	169	-11	-0.396242,50.822183,0 -0.395404,50.819437,0
a1284	142	v1123	v1124	9	173	-0.382266,50.815315,0 -0.382242,50.815414,0 -0.38238,50.816334,0 -0.382431,50.816582,0
a1285	12	v1123	v607	105	-75	-0.382266,50.815315,0 -0.382099,50.815286,0
a1286	28	v701	v1125	-107	73	-0.369392,50.811717,0 -0.369772,50.811644,0
a1287	32	v701	v702	79	-101	-0.369392,50.811717,0 -0.368943,50.811771,0
a1288	19	v809	v1124	172	-8	-0.38247,50.816753,0 -0.382431,50.816582,0
a1289	51	v809	v922	-87	94	-0.38247,50.816753,0 -0.382918,50.816767,0 -0.383196,50.816779,0
a1290	58	v1126	v1127	96	-112	-0.373672,50.817041,0 -0.373246,50.817015,0 -0.373091,50.817022,0 -0.372943,50.817041,0 -0.372854,50.817064,0
a1291	6	v1126	v1128	-92	88	-0.373672,50.817041,0 -0.373754,50.817039,0
a1292	58	v1129	v1126	-108	85	-0.372856,50.817124,0 -0.372985,50.817098,0 -0.373137,50.817077,0 -0.373383,50.817058,0 -0.373672,50.817041,0
a1293	85	v359	v1072	151	-43	-0.380834,50.83246,0 -0.380796,50.832417,0 -0.380661,50.832264,0 -0.380326,50.832011,0 -0.3801,50.831858,0
a1294	12	v810	v858	-90	90	-0.380242,50.816538,0 -0.380414,50.816538,0
a1295	142	v858	v1124	-88	92	-0.380414,50.816538,0 -0.382431,50.816582,0
a1296	35	v1130	v1064	53	-132	-0.380561,50.831607,0 -0.380327,50.831718,0 -0.380178,50.831804,0
a1297	70	v1130	v979	-16	120	-0.380561,50.831607,0 -0.38073,50.831988,0 -0.380848,50.832111,0 -0.380972,50.832156,0
a1298	150	v1130	v1131	-169	19	-0.380561,50.831607,0 -0.380588,50.831521,0 -0.380352,50.830378,0 -0.380407,50.830277,0
a1299	58	v377	v1024	109	-71	-0.377193,50.823998,0 -0.376406,50.823827,0
a1300	8	v1064	v1072	42	-138	-0.380178,50.831804,0 -0.3801,50.831858,0
a1301	69	v1064	v758	-40	140	-0.380178,50.831804,0 -0.380812,50.83228,0
a1302	92	v299	v1089	137	-43	-0.378084,50.830611,0 -0.377188,50.830004,0
a1303	25	v1132	v516	-99	81	-0.373477,50.812126,0 -0.373831,50.812092,0
a1304	77	v1132	v517	174	-6	-0.373477,50.812126,0 -0.373353,50.811436,0
a1305	33	v1132	v1092	85	-95	-0.373477,50.812126,0 -0.373004,50.81215,0
a1306	42	v222	v288	90	-90	-0.370279,50.830006,0 -0.369688,50.830008,0
a1307	95	v222	v1025	178	-2	-0.370279,50.830006,0 -0.370238,50.82915,0
a1308	97	v1133	v877	37	-90	-0.395154,50.815053,0 -0.39501,50.815172,0 -0.394746,50.815243,0 -0.394392,50.815196,0 -0.3939,50.815194,0
a1309	46	v1134	v1135	-98	82	-0.358988,50.825349,0 -0.359635,50.825294,0
a1310	114	v994	v1134	-87	167	-0.357935,50.824813,0 -0.358573,50.824832,0 -0.358668,50.824845,0 -0.358736,50.824873,0 -0.35881,50.824923,0 -0.358855,50.824973,0 -0.358988,50.825349,0
a1311	81	v1134	v992	84	-96	-0.358988,50.825349,0 -0.357838,50.825425,0
a1312	87	v1136	v073	-179	1	-0.380297,50.829359,0 -0.380313,50.82858,0
a1313	74	v1136	v353	-90	87	-0.380297,50.829359,0 -0.380539,50.82936,0 -0.38135,50.829331,0
a1314	196	v1136	v450	91	-92	-0.380297,50.829359,0 -0.379975,50.829355,0 -0.379949,50.829355,0 -0.377512,50.829404,0
a1315	103	v1136	v1131	-2	157	-0.380297,50.829359,0 -0.380352,50.830197,0 -0.380407,50.830277,0
a1316	55	v1137	v260	-8	172	-0.392236,50.813678,0 -0.392339,50.814169,0
a1317	54	v501	v416	-119	-4	-0.392298,50.827425,0 -0.39247,50.827365,0 -0.392541,50.827069,0 -0.392534,50.827006,0
a1318	117	v272	v501	-173	-19	-0.39238,50.828459,0 -0.392413,50.828294,0 -0.392454,50.828067,0 -0.39246,50.827718,0 -0.392298,50.827425,0
a1319	142	v538	v1052	-101	79	-0.370908,50.81361,0 -0.372893,50.813368,0
a1320	28	v538	v1138	165	-15	-0.370908,50.81361,0 -0.370802,50.813367,0
a1321	64	v960	v1139	86	-136	-0.380592,50.813224,0 -0.380222,50.813242,0 -0.380072,50.813254,0 -0.379936,50.813268,0 -0.379804,50.813305,0 -0.379728,50.813355,0
a1322	21	v1140	v855	-11	169	-0.359138,50.81173,0 -0.359194,50.811917,0
a1323	94	v260	v483	-91	88	-0.392339,50.814169,0 -0.393006,50.814164,0 -0.39367,50.81415,0
a1324	5	v1099	v038	81	-99	-0.356219,50.812871,0 -0.356149,50.812878,0
a1325	34	v1099	v1141	169	-11	-0.356219,50.812871,0 -0.356128,50.812572,0
a1326	6	v223	v1142	169	-11	-0.369937,50.81388,0 -0.369922,50.81383,0
a1327	56	v085	v1143	-99	5	-0.372419,50.816636,0 -0.373107,50.81657,0 -0.373116,50.816502,0
a1328	54	v085	v1144	-26	139	-0.372419,50.816636,0 -0.372594,50.816867,0 -0.372708,50.816982,0 -0.372806,50.817052,0
a1329	129	v510	v861	60	-146	-0.377501,50.819389,0 -0.377079,50.819544,0 -0.376596,50.81987,0 -0.376234,50.820204,0
a1330	73	v861	v846	-56	119	-0.376234,50.820204,0 -0.376672,50.820389,0 -0.377124,50.82055,0
a1331	22	v1145	v716	-13	167	-0.359687,50.811632,0 -0.359757,50.811828,0
a1332	30	v955	v1146	79	-114	-0.378239,50.813607,0 -0.378073,50.813627,0 -0.377915,50.813584,0 -0.377842,50.813605,0
a1333	181	v928	v946	87	-95	-0.381731,50.811376,0 -0.380364,50.811416,0 -0.379154,50.811478,0
a1334	58	v1147	v1148	178	-12	-0.372769,50.818183,0 -0.372766,50.818138,0 -0.372766,50.8181,0 -0.372754,50.817982,0 -0.372646,50.81767,0
a1335	133	v1147	v1149	-2	175	-0.372769,50.818183,0 -0.372826,50.819079,0 -0.372868,50.819376,0
a1336	25	v1147	v1016	-93	176	-0.372769,50.818183,0 -0.372926,50.818178,0 -0.37294,50.818304,0
a1337	47	v984	v036	-100	80	-0.365816,50.812033,0 -0.366474,50.81196,0
a1338	45	v984	v1150	168	-12	-0.365816,50.812033,0 -0.365686,50.811636,0
a1339	187	v811	v1014	-105	82	-0.364628,50.834454,0 -0.365045,50.834385,0 -0.365532,50.834325,0 -0.366564,50.834222,0 -0.36725,50.834164,0
a1340	42	v1014	v1015	-96	84	-0.36725,50.834164,0 -0.367848,50.834124,0
a1341	27	v1014	v323	-6	174	-0.36725,50.834164,0 -0.367289,50.834404,0
a1342	58	v1087	v1084	2	-152	-0.396757,50.833374,0 -0.39675,50.833487,0 -0.396746,50.833566,0 -0.396779,50.83373,0 -0.396779,50.833788,0 -0.396769,50.833841,0 -0.396727,50.83389,0
a1343	23	v457	v816	172	-8	-0.378572,50.818538,0 -0.378529,50.818332,0
a1344	7	v1129	v1127	-162	-25	-0.372856,50.817124,0 -0.372873,50.81709,0 -0.372854,50.817064,0
a1345	4	v1129	v1151	66	-114	-0.372856,50.817124,0 -0.37281,50.817137,0
a1346	38	v831	v599	-79	111	-0.365426,50.830686,0 -0.365755,50.830727,0 -0.365941,50.830773,0
a1347	65	v127	v1152	171	-10	-0.374061,50.812944,0 -0.374056,50.812923,0 -0.373899,50.812366,0
a1348	62	v127	v1051	81	-99	-0.374061,50.812944,0 -0.373189,50.813031,0
a1349	70	v1051	v1153	172	-8	-0.373189,50.813031,0 -0.373045,50.812409,0
a1350	63	v1146	v730	-5	170	-0.377842,50.813605,0 -0.377875,50.813824,0 -0.377973,50.814165,0
a1351	12	v1146	v1154	178	-2	-0.377842,50.813605,0 -0.377837,50.813494,0
a1352	53	v193	v1155	-80	81	-0.366398,50.827485,0 -0.366549,50.827501,0 -0.366691,50.827504,0 -0.366837,50.82749,0 -0.36715,50.827458,0
a1353	50	v193	v676	-65	113	-0.366398,50.827485,0 -0.366736,50.827585,0 -0.367053,50.82767,0
a1354	183	v193	v1042	59	164	-0.366398,50.827485,0 -0.364957,50.828035,0 -0.364833,50.82818,0 -0.364802,50.828413,0 -0.364884,50.82859,0
a1355	90	v322	v322	-89	-5	-0.367598,50.834684,0 -0.367822,50.834686,0 -0.367858,50.83494,0 -0.367634,50.83495,0 -0.367598,50.834684,0
a1356	42	v179	v1156	-11	169	-0.371524,50.833155,0 -0.371634,50.833529,0
a1357	69	v1059	v1157	177	-15	-0.378647,50.837908,0 -0.378633,50.837725,0 -0.378676,50.837661,0 -0.378697,50.8376,0 -0.378569,50.837302,0
a1358	13	v1158	v1159	168	-12	-0.355213,50.81768,0 -0.355175,50.817564,0
a1359	126	v502	v1160	28	176	-0.392808,50.825752,0 -0.392589,50.826016,0 -0.392464,50.82635,0 -0.392516,50.82684,0
a1360	128	v276	v534	-8	172	-0.372417,50.829462,0 -0.372668,50.830605,0
a1361	45	v755	v689	82	-98	-0.357894,50.812706,0 -0.357256,50.812764,0
a1362	53	v755	v1161	-99	81	-0.357894,50.812706,0 -0.358645,50.812634,0
a1363	91	v483	v1162	-96	84	-0.39367,50.81415,0 -0.394962,50.814068,0
a1364	4	v064	v1148	-101	50	-0.3726,50.817683,0 -0.372617,50.817681,0 -0.372633,50.817677,0 -0.372646,50.81767,0
a1365	7	v064	v1163	94	-8	-0.3726,50.817683,0 -0.372579,50.817682,0 -0.37256,50.817676,0 -0.372545,50.817667,0 -0.372534,50.817655,0 -0.372531,50.817642,0
a1366	25	v1057	v066	-123	68	-0.37235,50.819334,0 -0.372452,50.819292,0 -0.372672,50.819236,0
a1367	240	v1057	v385	97	-98	-0.37235,50.819334,0 -0.371975,50.819305,0 -0.368973,50.819576,0
a1368	211	v1052	v667	173	-7	-0.372893,50.813368,0 -0.372539,50.81148,0
a1369	22	v1164	v784	-7	173	-0.374815,50.815593,0 -0.374854,50.815788,0
a1370	67	v1164	v1165	-98	82	-0.374815,50.815593,0 -0.375764,50.815512,0
a1371	90	v1164	v649	172	-10	-0.374815,50.815593,0 -0.374703,50.815056,0 -0.374631,50.81479,0
a1372	4	v1127	v1144	112	-68	-0.372854,50.817064,0 -0.372806,50.817052,0
a1373	7	v1166	v1148	-37	-145	-0.372643,50.81761,0 -0.372656,50.817621,0 -0.372663,50.817633,0 -0.372664,50.817646,0 -0.372658,50.817659,0 -0.372646,50.81767,0
a1374	4	v1166	v1167	124	-85	-0.372643,50.81761,0 -0.372629,50.817604,0 -0.372613,50.8176,0 -0.372595,50.817599,0
a1375	54	v1166	v1151	-167	13	-0.372643,50.81761,0 -0.37281,50.817137,0
a1376	55	v035	v1168	-3	167	-0.366421,50.813124,0 -0.366433,50.813266,0 -0.366441,50.81336,0 -0.366461,50.813462,0 -0.366516,50.813609,0
a1377	7	v1169	v143	155	21	-0.372762,50.817125,0 -0.372741,50.817096,0 -0.372759,50.817066,0
a1378	54	v1169	v1167	13	-167	-0.372762,50.817125,0 -0.372595,50.817599,0
a1379	4	v1169	v1151	-68	112	-0.372762,50.817125,0 -0.37281,50.817137,0
a1380	79	v609	v266	-60	131	-0.380387,50.813641,0 -0.380534,50.813695,0 -0.380742,50.813768,0 -0.381134,50.813907,0 -0.381288,50.813972,0 -0.381351,50.814007,0
a1381	56	v609	v1139	123	-51	-0.380387,50.813641,0 -0.379872,50.813428,0 -0.379728,50.813355,0
a1382	17	v1139	v1170	122	-82	-0.379728,50.813355,0 -0.37966,50.813328,0 -0.37958,50.813307,0 -0.37951,50.813301,0
a1383	15	v1096	v105	102	-78	-0.3644,50.834105,0 -0.364191,50.834078,0
a1384	55	v1096	v447	-72	103	-0.3644,50.834105,0 -0.364753,50.834178,0 -0.365155,50.834238,0
a1385	49	v1171	v1154	-83	93	-0.377145,50.8135,0 -0.37722,50.813506,0 -0.377324,50.813505,0 -0.377439,50.813497,0 -0.377568,50.813488,0 -0.377623,50.813488,0 -0.377668,50.813488,0 -0.377837,50.813494,0
a1386	34	v1154	v1062	-117	77	-0.377837,50.813494,0 -0.37796,50.813454,0 -0.378098,50.81343,0 -0.378294,50.813402,0
a1387	12	v590	v1171	-79	101	-0.376977,50.813479,0 -0.377145,50.8135,0
a1388	34	v590	v725	71	-101	-0.376977,50.813479,0 -0.376812,50.813514,0 -0.376722,50.813532,0 -0.376641,50.813546,0 -0.376514,50.813562,0
a1389	64	v1172	v1173	-124	35	-0.384995,50.834109,0 -0.385649,50.833832,0 -0.385721,50.833766,0
a1390	33	v1174	v1175	176	-4	-0.387539,50.811483,0 -0.387505,50.81119,0
a1391	45	v1174	v495	-4	176	-0.387539,50.811483,0 -0.387582,50.811884,0
a1392	216	v1174	v1176	-95	85	-0.387539,50.811483,0 -0.390603,50.811298,0
a1393	19	v1163	v1177	79	-101	-0.372531,50.817642,0 -0.372263,50.817676,0
a1394	7	v1163	v1167	-174	81	-0.372531,50.817642,0 -0.372533,50.817629,0 -0.372542,50.817617,0 -0.372556,50.817608,0 -0.372575,50.817601,0 -0.372595,50.817599,0
a1395	4	v1144	v143	65	-115	-0.372806,50.817052,0 -0.372759,50.817066,0
a1396	42	v1119	v036	82	-99	-0.367064,50.811905,0 -0.366578,50.81195,0 -0.366474,50.81196,0
a1397	31	v1152	v516	171	-9	-0.373899,50.812366,0 -0.373831,50.812092,0
a1398	60	v1152	v1153	85	-95	-0.373899,50.812366,0 -0.373045,50.812409,0
a1399	145	v1178	v1179	172	-92	-0.373837,50.817038,0 -0.373707,50.816476,0 -0.373782,50.816469,0 -0.373739,50.816191,0 -0.373095,50.816204,0
a1400	35	v1178	v1180	-87	93	-0.373837,50.817038,0 -0.374101,50.817047,0 -0.374338,50.817056,0
a1401	6	v1178	v1128	89	-91	-0.373837,50.817038,0 -0.373754,50.817039,0
a1402	34	v472	v1181	-11	169	-0.36792,50.813135,0 -0.368011,50.813434,0
a1403	26	v1119	v1182	-98	82	-0.367064,50.811905,0 -0.367435,50.81187,0
a1404	8	v1183	v1084	124	-56	-0.396822,50.833931,0 -0.396727,50.83389,0
a1405	7	v1182	v1045	-62	118	-0.367435,50.81187,0 -0.367526,50.811901,0
a1406	7	v1182	v1045	-62	118	-0.367435,50.81187,0 -0.367526,50.811901,0
a1407	144	v662	v374	-69	118	-0.387857,50.836064,0 -0.389635,50.836493,0 -0.389761,50.836535,0
a1408	331	v662	v930	122	8	-0.387857,50.836064,0 -0.385948,50.835321,0 -0.385716,50.835178,0 -0.385715,50.835035,0 -0.385881,50.834309,0 -0.385991,50.833832,0
a1409	9	v1161	v853	-97	83	-0.358645,50.812634,0 -0.35877,50.812624,0
a1410	191	v1161	v703	-13	167	-0.358645,50.812634,0 -0.359245,50.814313,0
a1411	138	v269	v441	3	-177	-0.39366,50.829014,0 -0.393572,50.83025,0
a1412	108	v414	v361	-97	121	-0.374921,50.830446,0 -0.376226,50.830338,0 -0.376422,50.830412,0
a1413	159	v414	v534	85	-98	-0.374921,50.830446,0 -0.373729,50.830514,0 -0.372668,50.830605,0
a1414	245	v534	v364	-8	168	-0.372668,50.830605,0 -0.372939,50.831872,0 -0.373024,50.832192,0 -0.373222,50.832783,0
a1415	108	v043	v441	-97	83	-0.39204,50.830361,0 -0.392859,50.830302,0 -0.393572,50.83025,0
a1416	90	v937	v1184	-7	173	-0.382887,50.814933,0 -0.383038,50.815741,0
a1417	45	v656	v883	85	-95	-0.39604,50.819401,0 -0.395404,50.819437,0
a1418	33	v1185	v1186	65	-115	-0.394068,50.824348,0 -0.393642,50.824471,0
a1419	5	v077	v1187	100	-80	-0.387696,50.818954,0 -0.387621,50.818946,0
a1420	88	v077	v583	-39	141	-0.387696,50.818954,0 -0.388489,50.819571,0
a1421	98	v818	v820	-43	84	-0.366437,50.826361,0 -0.366883,50.826668,0 -0.367014,50.826748,0 -0.367156,50.826767,0 -0.367559,50.826742,0
a1422	100	v818	v200	137	-43	-0.366437,50.826361,0 -0.365464,50.82571,0
a1423	404	v1188	v796	180	-24	-0.371123,50.837664,0 -0.371123,50.83654,0 -0.37108,50.835659,0 -0.370994,50.834886,0 -0.370876,50.834351,0 -0.370823,50.834195,0 -0.370723,50.834054,0
