name	d (m)	v1	v2	angle1 (deg)	angle2 (deg)	waypoints
a239	822	v163	v164	120	-33	-0.4168797,50.8559991,0 -0.4143047,50.8550509,0 -0.4119444,50.8542652,0 -0.4103136,50.8535879,0 -0.4090261,50.8521249,0 -0.4082322,50.8513527,0
a240	300	v164	v92	153	-21	-0.4082322,50.8513527,0 -0.4078138,50.8508379,0 -0.4074383,50.8503096,0 -0.4071486,50.8499641,0 -0.4068911,50.8496932,0 -0.4065263,50.8492055,0 -0.4063533,50.8489277,0
a241	997	v164	v163	42	47	-0.4082322,50.8513527,0 -0.4080069,50.8515085,0 -0.4080606,50.8516914,0 -0.4080284,50.8518133,0 -0.4081464,50.8520097,0 -0.4080713,50.8521587,0 -0.4080498,50.8522468,0 -0.4081893,50.8523552,0 -0.4082644,50.8525313,0 -0.4084146,50.8527142,0 -0.4084146,50.8529241,0 -0.4085219,50.8531341,0 -0.4086828,50.8534186,0 -0.408833,50.8537369,0 -0.4089725,50.8539198,0 -0.4091871,50.8542923,0 -0.4094446,50.8545836,0 -0.4095519,50.8548003,0 -0.4097879,50.8550577,0 -0.4099488,50.8551999,0 -0.4101741,50.8552879,0 -0.4105926,50.8553557,0 -0.4109144,50.8554031,0 -0.4112363,50.8553286,0 -0.4116869,50.8552541,0 -0.4120409,50.8551796,0 -0.4123092,50.8552067,0 -0.4128885,50.8552405,0 -0.4134035,50.8553286,0 -0.4139507,50.8554437,0 -0.4142511,50.8555385,0 -0.4146695,50.8556808,0 -0.4149163,50.8558569,0 -0.4150343,50.8558907,0 -0.4153025,50.8559449,0 -0.4155278,50.8559855,0 -0.4157209,50.8560262,0 -0.4160106,50.8561278,0 -0.4162574,50.8561955,0 -0.4164934,50.856209,0 -0.4166973,50.8561075,0 -0.4168797,50.8559991,0
a242	1417	v88	v91	180	-8	-0.4261494,50.8748508,0 -0.4261494,50.8741467,0 -0.4260206,50.8736592,0 -0.4257631,50.872928,0 -0.4252052,50.8717635,0 -0.4249477,50.8710323,0 -0.4241323,50.8697865,0 -0.4241323,50.8691094,0 -0.4234028,50.8681886,0 -0.4234886,50.8677552,0 -0.423789,50.867051,0 -0.4238319,50.8662655,0 -0.4235744,50.8655884,0 -0.4235744,50.8648029,0 -0.4237032,50.8639632,0 -0.4232311,50.8632048,0 -0.4230809,50.8625276,0
a243	6820	v88	v165	-8	-52	-0.4261494,50.8748508,0 -0.4265785,50.8768276,0 -0.4269218,50.8778566,0 -0.4270935,50.8789397,0 -0.4276943,50.8810518,0 -0.4279518,50.8834344,0 -0.4286385,50.8846799,0 -0.4293251,50.885438,0 -0.4309559,50.8868458,0 -0.4323292,50.8878746,0 -0.4325008,50.8889575,0 -0.4328442,50.8897155,0 -0.4340458,50.8904735,0 -0.4347324,50.8913939,0 -0.4359341,50.8913939,0 -0.4381657,50.8920977,0 -0.4405689,50.8932347,0 -0.4421139,50.8936678,0 -0.4429722,50.8941009,0 -0.442028,50.8947505,0 -0.4401398,50.8946964,0 -0.436964,50.8952919,0 -0.4351616,50.8959415,0 -0.433445,50.8959415,0 -0.4300117,50.896537,0 -0.427866,50.8966994,0 -0.4255486,50.8966453,0 -0.4239178,50.8964288,0 -0.4219437,50.8962664,0 -0.4209137,50.8962664,0 -0.4185963,50.8958333,0 -0.4173946,50.8957791,0 -0.4149055,50.8963746,0 -0.4133606,50.8968077,0 -0.4119873,50.8968077,0 -0.4114723,50.8963476,0 -0.410614,50.8964829,0 -0.410099,50.8962393,0 -0.410099,50.8955355,0 -0.4101419,50.8951566,0 -0.4094982,50.8950754,0 -0.4090261,50.8951024,0 -0.4092836,50.8956979,0 -0.4092836,50.8961581,0 -0.4089832,50.8966453,0 -0.4083824,50.8967265,0 -0.4074812,50.89651,0 -0.4068804,50.8966453,0 -0.4056358,50.8966994,0 -0.4048634,50.8967536,0 -0.4033184,50.8971055,0 -0.4020739,50.8972408,0 -0.4008293,50.8973491,0 -0.3997135,50.8971325,0 -0.3988981,50.8967265,0 -0.3977394,50.8965641,0 -0.396452,50.896104,0 -0.3956795,50.895725,0 -0.3958941,50.895346,0 -0.3961945,50.8947776,0 -0.3956366,50.8946423,0 -0.3952503,50.894155,0 -0.3944349,50.8937219,0 -0.393877,50.8934512,0
a244	1946	v165	v83	34	-42	-0.393877,50.8934512,0 -0.3933191,50.8939655,0 -0.3925037,50.8945611,0 -0.3912592,50.8951295,0 -0.3902292,50.8955355,0 -0.3884697,50.8960769,0 -0.3871822,50.8963476,0 -0.3855944,50.8964017,0 -0.3831053,50.8962934,0 -0.3823328,50.8964288,0 -0.3817749,50.8962393,0 -0.3808737,50.8961852,0 -0.3803587,50.8964017,0 -0.379715,50.8960498,0 -0.3784704,50.8953731,0 -0.3774834,50.8946964,0 -0.3768396,50.8938843,0 -0.3763676,50.8933429,0 -0.3758526,50.8922331,0 -0.3755522,50.8913939,0 -0.3747368,50.8908254,0 -0.3736639,50.8900674,0
a245	461	v124	v136	-152	2	-0.3858089,50.8519894,0 -0.3865814,50.8510682,0 -0.3875685,50.8496593,0 -0.3885555,50.8486568,0 -0.388577,50.8482774,0
a246	237	v121	v124	-178	12	-0.3855515,50.8541027,0 -0.3855944,50.8531815,0 -0.3855944,50.8526397,0 -0.3858089,50.8519894,0
a247	259	v131	v130	-162	-47	-0.3886735,50.8384542,0 -0.3888988,50.838007,0 -0.3879976,50.8377631,0 -0.3873968,50.837194,0 -0.3867531,50.8368145,0
a248	111	v130	v95	11	-142	-0.3867531,50.8368145,0 -0.3865385,50.8374921,0 -0.3862381,50.837736,0
a249	524	v160	v131	180	-61	-0.39186,50.841415,0 -0.39186,50.8410288,0 -0.3909159,50.8411101,0 -0.3902507,50.8412456,0 -0.389843,50.8413133,0 -0.389607,50.8407713,0 -0.3892636,50.8394705,0 -0.3889418,50.8385491,0 -0.3886735,50.8384542,0
a250	902	v87	v153	-124	67	-0.3839207,50.8678906,0 -0.3850794,50.8674031,0 -0.3870106,50.8669156,0 -0.3892851,50.8663468,0 -0.3924179,50.8656967,0 -0.3944778,50.8654259,0 -0.3958941,50.8650467,0
a251	147	v154	v153	96	-83	-0.3979754,50.8651957,0 -0.396924,50.8651279,0 -0.3958941,50.8650467,0
a252	89	v154	v152	69	-133	-0.3979754,50.8651957,0 -0.3975892,50.8652905,0 -0.3972673,50.8653175,0 -0.3968811,50.8655478,0
a253	1266	v152	v166	-29	79	-0.3968811,50.8655478,0 -0.3970957,50.8657915,0 -0.3973532,50.8663739,0 -0.3975892,50.867051,0 -0.3977394,50.8675927,0 -0.3978896,50.8678229,0 -0.3983402,50.867999,0 -0.3984904,50.8682427,0 -0.3984904,50.8686761,0 -0.3984261,50.8696646,0 -0.3982759,50.8702604,0 -0.3986835,50.8702604,0 -0.3995419,50.8702198,0 -0.400722,50.8702334,0 -0.4014945,50.8702063,0 -0.4016876,50.8699896,0 -0.4021168,50.8693667,0 -0.4025245,50.8687979,0 -0.4028463,50.8684594,0 -0.4033613,50.8683781,0 -0.4043698,50.8682427,0 -0.4058933,50.8679448,0 -0.4065371,50.8678635,0
a254	79	v89	v166	133	-47	-0.4073524,50.8683511,0 -0.4065371,50.8678635,0
a255	719	v166	v154	160	-88	-0.4065371,50.8678635,0 -0.4061508,50.8671864,0 -0.4050565,50.8666041,0 -0.4042196,50.8661572,0 -0.4026318,50.8656426,0 -0.4016018,50.8655071,0 -0.4009581,50.8652634,0 -0.3979754,50.8651957,0
a256	715	v89	v90	-163	3	-0.4073524,50.8683511,0 -0.4075885,50.86785,0 -0.4077816,50.8676062,0 -0.4079747,50.8668885,0 -0.4082537,50.866103,0 -0.4082537,50.8656561,0 -0.408082,50.8648706,0 -0.4082322,50.8644914,0 -0.4084468,50.8640445,0 -0.408361,50.8633809,0 -0.408361,50.8629204,0 -0.4079747,50.8625005,0 -0.4078031,50.8623786,0 -0.4078245,50.8621484,0
a257	319	v90	v155	118	-16	-0.4078245,50.8621484,0 -0.4069662,50.861864,0 -0.4061079,50.8616066,0 -0.4049063,50.861417,0 -0.404048,50.8612409,0 -0.4039192,50.8609498,0
a258	330	v156	v146	71	-109	-0.3968811,50.8575162,0 -0.3956366,50.8577871,0 -0.3941131,50.8580444,0 -0.3928685,50.8581934,0 -0.3923643,50.8583052,0
a259	296	v140	v120	9	-130	-0.390079,50.8572656,0 -0.3899717,50.8576923,0 -0.3899503,50.8581799,0 -0.3898644,50.8585321,0 -0.3894353,50.858979,0 -0.3889847,50.859426,0 -0.388577,50.8596427,0
a260	543	v167	v113	27	-107	-0.3871822,50.8597375,0 -0.3870106,50.8599542,0 -0.3866243,50.8601303,0 -0.3861952,50.8602522,0 -0.3856802,50.8602793,0 -0.3855085,50.8605231,0 -0.3850579,50.8604012,0 -0.3847146,50.8604012,0 -0.3841567,50.8607669,0 -0.382762,50.8613764,0 -0.3819251,50.8616202,0 -0.3807664,50.8618369,0
a261	385	v115	v117	-156	-127	-0.3877401,50.8597511,0 -0.3879011,50.8595208,0 -0.3880405,50.8593312,0 -0.3879762,50.8590603,0 -0.3877509,50.8587894,0 -0.3875041,50.8585795,0 -0.3869355,50.8583424,0 -0.3863347,50.8581392,0 -0.3856158,50.8579835,0 -0.3849185,50.8580986,0 -0.3844571,50.8583153,0
a262	31	v128	v115	70	-110	-0.3881586,50.8596563,0 -0.3877401,50.8597511,0
a263	2650	v165	v150	-137	-122	-0.393877,50.8934512,0 -0.3944349,50.8930722,0 -0.394907,50.8924767,0 -0.395937,50.8918812,0 -0.3965807,50.8913939,0 -0.3985119,50.8895531,0 -0.3996277,50.8886055,0 -0.4002714,50.8879287,0 -0.4013014,50.8869812,0 -0.4019022,50.8864397,0 -0.4032326,50.8856275,0 -0.4046488,50.8847611,0 -0.4060221,50.8841655,0 -0.4064941,50.8833261,0 -0.4071379,50.8828659,0 -0.4072666,50.882216,0 -0.4073524,50.8818099,0 -0.4062796,50.8816474,0 -0.40555,50.8814308,0 -0.4037046,50.8807539,0 -0.4031038,50.8804831,0 -0.4018164,50.8804019,0 -0.4011297,50.8798062,0 -0.3997135,50.8792376,0 -0.3973961,50.878696,0 -0.3965807,50.8784252,0 -0.3956366,50.8785606,0 -0.3946495,50.8789533,0
a264	1348	v86	v150	-41	47	-0.3777409,50.879373,0 -0.378685,50.8800499,0 -0.3794146,50.8808081,0 -0.3804016,50.8812413,0 -0.3820753,50.8812548,0 -0.3827405,50.8813225,0 -0.383513,50.8812413,0 -0.3840065,50.8812413,0 -0.3866673,50.8807945,0 -0.3872466,50.8806727,0 -0.3885555,50.8804154,0 -0.3895855,50.8805508,0 -0.3901649,50.8802801,0 -0.390873,50.8801041,0 -0.3921175,50.8798604,0 -0.39289,50.8797114,0 -0.3936195,50.879549,0 -0.3946495,50.8789533,0
a265	41	v151	v85	57	-123	-0.3829122,50.8728333,0 -0.3824186,50.8730364,0
a266	593	v85	v87	180	-15	-0.3824186,50.8730364,0 -0.3824186,50.872576,0 -0.3829336,50.871926,0 -0.3833199,50.8709375,0 -0.3838348,50.8699625,0 -0.3840494,50.8689875,0 -0.3840923,50.8682969,0 -0.3839207,50.8678906,0
a267	307	v167	v117	-169	6	-0.3871822,50.8597375,0 -0.3872681,50.8594531,0 -0.3870535,50.8593718,0 -0.3867745,50.8593583,0 -0.3865814,50.8592093,0 -0.3865385,50.8590061,0 -0.3863454,50.8588436,0 -0.3860235,50.8589519,0 -0.385766,50.8588842,0 -0.385251,50.8588842,0 -0.3849506,50.8587217,0 -0.3844357,50.8584508,0 -0.3844571,50.8583153,0
a268	39	v115	v167	92	-88	-0.3877401,50.8597511,0 -0.3871822,50.8597375,0
a269	71	v141	v147	-148	83	-0.3914201,50.8590129,0 -0.3914925,50.8589384,0 -0.3916776,50.8589249,0 -0.3919163,50.8589062,0 -0.3921872,50.8588808,0 -0.3923535,50.8588673,0
a270	63	v147	v146	164	5	-0.3923535,50.8588673,0 -0.392324,50.8588029,0 -0.3923482,50.8587369,0 -0.3923643,50.8586336,0 -0.3923535,50.8585354,0 -0.3923669,50.8584576,0 -0.3923562,50.8583695,0 -0.3923643,50.8583052,0
